p sp 3278 4982
a 2762 2882 31.9 27.3
a 2763 358 13.8 11.8
a 2763 819 57.0 48.7
a 2763 2383 40.0 34.2
a 2764 1384 26.6 22.7
a 2765 25 17.2 14.7
a 2765 1462 7.3 6.2
a 2765 3002 34.5 29.5
a 2766 27 33.6 28.7
a 2766 310 47.5 40.6
a 2766 1500 71.6 61.2
a 2766 2693 92.1 78.7
a 2767 502 6.8 5.8
a 2767 929 49.8 42.6
a 2767 1845 5.8 5.0
a 2768 728 87.8 75.0
a 2768 1654 10.6 9.1
a 2768 2027 61.3 52.4
a 2769 270 140.2 119.8
a 2769 1923 220.2 188.2
a 2769 2560 39.5 33.8
a 2770 1659 3.8 3.2
a 2771 293 8.9 7.6
a 2771 443 33.6 28.7
a 2771 1432 61.9 52.9
a 2771 3075 34.1 29.1
a 2772 668 77.1 65.9
a 2772 1416 54.5 46.6
a 2772 2613 62.7 53.6
a 2773 1008 9.2 7.9
a 2773 1954 13.6 11.6
a 2773 2026 39.3 33.6
a 2773 2350 11.5 9.8
a 2774 60 26.4 22.6
a 2774 2749 23.4 20.0
a 2774 3009 20.9 17.9
a 2775 825 19.9 17.0
a 2775 1104 12.3 10.5
a 2775 1133 9.7 8.3
a 2776 689 48.9 41.8
a 2776 846 31.5 26.9
a 2776 1762 6.6 5.6
a 2776 3166 45.0 38.5
a 2777 665 53.4 45.6
a 2777 1989 78.2 66.8
a 2777 2848 8.1 6.9
a 2778 176 6.1 5.2
a 2779 721 10.2 8.7
a 2779 2053 73.5 62.8
a 2779 2150 95.5 81.6
a 2779 2753 7.5 6.4
a 2780 1822 39.8 34.0
a 2780 2059 5.7 4.9
a 2780 3094 44.9 38.4
a 2781 2 23.1 19.7
a 2781 289 7.5 6.4
a 2781 1532 30.6 26.2
a 2781 3131 8.3 7.1
a 2782 661 32.1 27.4
a 2782 2171 7.8 6.7
a 2782 3004 58.7 50.2
a 2783 29 8.0 6.8
a 2783 399 2.9 2.5
a 2783 1044 90.4 77.3
a 2783 2939 13.5 11.5
a 2784 661 3.9 3.3
a 2784 2171 34.4 29.4
a 2784 2416 37.9 32.4
a 2784 3022 2.6 2.2
a 2785 555 2.5 2.1
a 2785 670 50.9 43.5
a 2785 867 41.5 35.5
a 2785 1668 28.3 24.2
a 2786 868 83.1 71.0
a 2786 1517 57.8 49.4
a 2786 2410 13.0 11.1
a 2787 321 5.5 4.7
a 2787 1042 40.8 34.9
a 2787 1570 5.3 4.5
a 2787 2477 40.0 34.2
a 2788 636 10.3 8.8
a 2788 2522 37.5 32.1
a 2788 3166 74.0 63.2
a 2789 191 32.6 27.9
a 2789 996 12.5 10.7
a 2789 1474 16.8 14.4
a 2789 2354 20.9 17.9
a 2789 2489 14.2 12.1
a 2790 92 30.7 26.2
a 2790 1715 3.9 3.3
a 2790 3199 9.3 7.9
a 2791 579 10.6 9.1
a 2791 1371 15.1 12.9
a 2791 3054 111.3 95.1
a 2791 3156 44.6 38.1
a 2792 39 7.7 6.6
a 2792 1459 11.0 9.4
a 2792 3099 6.0 5.1
a 2793 225 10.9 9.3
a 2793 1476 11.1 9.5
a 2793 1747 84.2 72.0
a 2793 2751 7.5 6.4
a 2794 2283 113.9 97.4
a 2795 32 7.8 6.7
a 2795 1478 33.7 28.8
a 2795 2060 41.1 35.1
a 2795 2343 71.5 61.1
a 2796 2014 49.8 42.6
a 2796 2054 9.2 7.9
a 2796 3040 39.6 33.8
a 2797 768 7.8 6.7
a 2797 794 41.7 35.6
a 2797 1619 52.5 44.9
a 2797 1905 44.1 37.7
a 2798 303 51.4 43.9
a 2798 1300 45.1 38.5
a 2798 2997 6.8 5.8
a 2799 991 57.6 49.2
a 2799 1106 22.8 19.5
a 2799 1277 20.0 17.1
a 2799 1972 85.5 73.1
a 2800 568 5.9 5.0
a 2800 592 22.2 19.0
a 2800 2230 109.3 93.4
a 2800 3238 5.7 4.9
a 2801 546 57.4 49.1
a 2801 1533 22.2 19.0
a 2801 2633 8.5 7.3
a 2802 107 12.4 10.6
a 2802 865 43.6 37.3
a 2802 1372 15.7 13.4
a 2802 3229 5.6 4.8
a 2803 631 9.2 7.9
a 2803 1749 139.9 119.6
a 2803 1989 7.3 6.2
a 2803 2025 68.8 58.8
a 2804 3189 104.4 89.2
a 2805 2488 85.5 73.1
a 2805 2848 10.7 9.1
a 2805 3270 43.9 37.5
a 2806 459 22.0 18.8
a 2806 497 5.4 4.6
a 2806 1268 65.9 56.3
a 2806 1345 78.8 67.4
a 2807 1256 20.8 17.8
a 2807 1792 11.5 9.8
a 2807 3036 49.8 42.6
a 2808 284 1.3 1.1
a 2809 278 15.1 12.9
a 2809 837 4.1 3.5
a 2809 1969 30.9 26.4
a 2810 88 72.6 62.1
a 2810 1611 40.0 34.2
a 2810 2977 6.1 5.2
a 2810 3118 96.9 82.8
a 2811 797 4.1 3.5
a 2811 1965 7.5 6.4
a 2811 2931 109.4 93.5
a 2812 275 46.8 40.0
a 2812 955 19.3 16.5
a 2812 2127 21.9 18.7
a 2812 2184 15.5 13.2
a 2813 1902 6.5 5.6
a 2814 750 16.2 13.8
a 2814 1207 48.2 41.2
a 2814 1975 25.5 21.8
a 2815 1095 7.6 6.5
a 2815 1713 36.0 30.8
a 2815 1873 15.0 12.8
a 2815 3049 15.2 13.0
a 2816 279 8.1 6.9
a 2816 910 106.6 91.1
a 2816 1560 9.4 8.0
a 2817 434 13.5 11.5
a 2817 2856 70.8 60.5
a 2817 2910 37.8 32.3
a 2818 48 14.9 12.7
a 2818 770 11.9 10.2
a 2818 2486 58.1 49.7
a 2818 3061 7.4 6.3
a 2819 3157 71.1 60.8
a 2820 430 25.8 22.1
a 2820 1190 27.4 23.4
a 2820 3105 4.6 3.9
a 2821 614 26.7 22.8
a 2821 2545 38.6 33.0
a 2821 3238 28.2 24.1
a 2822 605 22.5 19.2
a 2822 1387 19.5 16.7
a 2822 2919 16.1 13.8
a 2822 2976 17.9 15.3
a 2823 280 12.6 10.8
a 2823 1050 12.4 10.6
a 2823 1225 113.5 97.0
a 2823 1941 14.5 12.4
a 2823 3096 31.4 26.8
a 2824 2168 28.0 23.9
a 2824 2741 9.4 8.0
a 2824 2874 10.6 9.1
a 2824 3221 8.7 7.4
a 2825 1163 34.7 29.7
a 2825 1383 15.4 13.2
a 2825 2923 7.9 6.8
a 2825 3124 46.4 39.7
a 2826 1007 12.2 10.4
a 2826 1608 35.4 30.3
a 2826 1663 10.0 8.5
a 2826 2760 8.4 7.2
a 2827 791 43.1 36.8
a 2828 912 39.9 34.1
a 2828 1673 7.2 6.2
a 2828 1872 45.6 39.0
a 2829 853 7.4 6.3
a 2829 1129 56.3 48.1
a 2829 1406 7.3 6.2
a 2830 67 115.6 98.8
a 2830 435 6.3 5.4
a 2830 1219 6.8 5.8
a 2830 2645 4.4 3.8
a 2831 628 34.9 29.8
a 2831 1034 41.4 35.4
a 2831 1662 29.7 25.4
a 2831 2607 72.3 61.8
a 2832 64 153.7 131.4
a 2832 1630 74.3 63.5
a 2832 1650 11.6 9.9
a 2832 2543 5.5 4.7
a 2833 247 84.9 72.6
a 2833 1831 6.9 5.9
a 2833 3247 39.5 33.8
a 2834 85 91.1 77.9
a 2834 343 2.2 1.9
a 2834 2999 9.7 8.3
a 2835 633 8.0 6.8
a 2835 1121 10.8 9.2
a 2835 1378 75.7 64.7
a 2835 2758 6.5 5.6
a 2836 859 5.9 5.0
a 2836 1095 16.2 13.8
a 2836 1129 63.8 54.5
a 2837 826 54.5 46.6
a 2837 1936 83.4 71.3
a 2837 2997 49.1 42.0
a 2837 3178 51.4 43.9
a 2838 803 61.2 52.3
a 2838 1825 7.4 6.3
a 2838 2221 32.2 27.5
a 2838 2611 25.5 21.8
a 2839 485 46.8 40.0
a 2839 935 16.5 14.1
a 2839 2008 48.7 41.6
a 2839 2938 19.2 16.4
a 2840 682 24.1 20.6
a 2840 1254 404.0 345.3
a 2840 2851 49.0 41.9
a 2841 292 7.5 6.4
a 2841 309 15.5 13.2
a 2841 958 9.4 8.0
a 2842 1146 545.1 465.9
a 2843 1773 119.2 101.9
a 2843 2988 37.4 32.0
a 2843 3085 40.5 34.6
a 2844 1085 120.3 102.8
a 2844 2503 38.2 32.6
a 2844 3018 106.0 90.6
a 2845 765 9.4 8.0
a 2845 1018 8.0 6.8
a 2845 2527 10.2 8.7
a 2845 3204 63.2 54.0
a 2846 1701 53.3 45.6
a 2846 2000 22.1 18.9
a 2846 2572 12.7 10.9
a 2847 410 6.3 5.4
a 2847 465 34.6 29.6
a 2847 2587 5.2 4.4
a 2847 3051 29.9 25.6
a 2848 1127 132.3 113.1
a 2848 2025 10.1 8.6
a 2848 2777 8.1 6.9
a 2848 2805 10.7 9.1
a 2849 741 34.2 29.2
a 2849 1110 45.5 38.9
a 2849 1803 83.5 71.4
a 2850 285 15.7 13.4
a 2850 1149 14.3 12.2
a 2850 2243 8.4 7.2
a 2850 2956 16.0 13.7
a 2851 682 25.5 21.8
a 2851 2022 353.3 302.0
a 2851 2840 49.0 41.9
a 2852 850 38.5 32.9
a 2852 1057 43.0 36.8
a 2852 2013 48.2 41.2
a 2852 2929 33.0 28.2
a 2853 1919 8.4 7.2
a 2853 3089 2.7 2.3
a 2853 3252 17.3 14.8
a 2854 811 9.5 8.1
a 2854 917 11.7 10.0
a 2854 1307 20.4 17.4
a 2854 2660 11.3 9.7
a 2855 2179 4.2 3.6
a 2855 3180 79.3 67.8
a 2855 3231 6.0 5.1
a 2856 987 66.6 56.9
a 2856 994 15.6 13.3
a 2856 2817 70.8 60.5
a 2857 1264 16.4 14.0
a 2857 2111 22.3 19.1
a 2857 2305 26.3 22.5
a 2858 3235 6.5 5.6
a 2859 806 11.7 10.0
a 2859 1387 157.8 134.9
a 2859 2630 12.6 10.8
a 2859 3100 12.1 10.3
a 2860 178 6.5 5.6
a 2860 462 10.1 8.6
a 2860 638 20.9 17.9
a 2861 656 50.2 42.9
a 2861 1336 3.5 3.0
a 2861 1374 71.8 61.4
a 2861 3275 44.0 37.6
a 2862 529 33.6 28.7
a 2862 699 37.1 31.7
a 2862 2922 45.0 38.5
a 2863 454 51.7 44.2
a 2863 833 9.9 8.5
a 2863 1348 7.9 6.8
a 2863 2200 45.2 38.6
a 2864 893 55.2 47.2
a 2864 1076 92.2 78.8
a 2864 1897 18.4 15.7
a 2865 1583 12.7 10.9
a 2865 2211 20.8 17.8
a 2865 2942 21.5 18.4
a 2865 2972 82.7 70.7
a 2866 1239 820.8 701.5
a 2867 301 62.4 53.3
a 2867 942 82.6 70.6
a 2867 1738 26.3 22.5
a 2868 258 6.7 5.7
a 2868 362 34.1 29.1
a 2868 1189 17.1 14.6
a 2869 82 46.4 39.7
a 2869 467 30.3 25.9
a 2869 468 16.8 14.4
a 2869 3249 5.3 4.5
a 2870 221 37.3 31.9
a 2870 1065 5.3 4.5
a 2870 3000 2.2 1.9
a 2871 290 29.9 25.6
a 2871 2057 31.1 26.6
a 2871 2955 8.1 6.9
a 2872 1192 14.8 12.6
a 2872 1676 4.4 3.8
a 2872 2516 16.1 13.8
a 2873 900 55.0 47.0
a 2873 1808 51.0 43.6
a 2873 2505 11.1 9.5
a 2873 2911 22.1 18.9
a 2874 413 9.7 8.3
a 2874 866 17.9 15.3
a 2874 984 9.3 7.9
a 2874 2824 10.6 9.1
a 2875 464 7.0 6.0
a 2875 1418 6.5 5.6
a 2875 1513 54.4 46.5
a 2875 3090 45.5 38.9
a 2876 2576 48.4 41.4
a 2876 2659 24.7 21.1
a 2876 3116 9.1 7.8
a 2877 2916 41.9 35.8
a 2878 191 10.4 8.9
a 2878 754 9.5 8.1
a 2878 1474 20.2 17.3
a 2878 1739 181.6 155.2
a 2879 199 48.5 41.5
a 2879 567 68.0 58.1
a 2879 1704 4.8 4.1
a 2880 110 47.8 40.9
a 2880 448 33.0 28.2
a 2880 2553 9.2 7.9
a 2881 453 8.8 7.5
a 2881 2100 33.6 28.7
a 2881 2232 26.5 22.6
a 2882 73 8.2 7.0
a 2882 1973 44.7 38.2
a 2882 2175 53.0 45.3
a 2882 2762 31.9 27.3
a 2883 89 123.2 105.3
a 2883 110 9.4 8.0
a 2883 1846 42.9 36.7
a 2883 2553 47.9 40.9
a 2884 505 21.0 17.9
a 2884 991 9.9 8.5
a 2884 1428 21.4 18.3
a 2885 1370 24.0 20.5
a 2885 2001 45.8 39.1
a 2885 2012 29.6 25.3
a 2886 981 157.0 134.2
a 2887 2977 92.4 79.0
a 2888 1099 5.6 4.8
a 2888 1203 42.8 36.6
a 2888 2168 117.8 100.7
a 2888 2623 20.9 17.9
a 2889 1414 184.6 157.8
a 2890 431 5.1 4.4
a 2890 2544 70.1 59.9
a 2890 2667 57.6 49.2
a 2891 1412 22.1 18.9
a 2891 2413 7.5 6.4
a 2891 2942 82.9 70.9
a 2891 2972 21.9 18.7
a 2892 402 3.6 3.1
a 2892 1136 26.5 22.6
a 2892 1850 5.8 5.0
a 2893 46 11.7 10.0
a 2893 485 23.1 19.7
a 2893 653 2.8 2.4
a 2893 2146 21.7 18.5
a 2894 577 125.6 107.4
a 2894 754 168.8 144.3
a 2894 1332 13.1 11.2
a 2895 341 122.9 105.0
a 2895 868 16.0 13.7
a 2895 884 15.4 13.2
a 2895 1772 9.0 7.7
a 2896 930 22.0 18.8
a 2896 1137 23.2 19.8
a 2896 2345 8.2 7.0
a 2897 528 11.3 9.7
a 2897 564 10.5 9.0
a 2897 2460 97.6 83.4
a 2898 907 8.6 7.4
a 2898 1480 46.5 39.7
a 2898 1549 96.9 82.8
a 2898 1773 88.8 75.9
a 2899 2011 6.7 5.7
a 2900 268 10.2 8.7
a 2900 1438 10.3 8.8
a 2900 2053 46.5 39.7
a 2900 3039 5.6 4.8
a 2901 634 42.0 35.9
a 2901 901 6.2 5.3
a 2901 1939 42.6 36.4
a 2902 213 144.8 123.8
a 2902 1176 110.8 94.7
a 2902 1394 26.9 23.0
a 2902 2464 122.2 104.4
a 2903 2528 8.7 7.4
a 2904 368 79.3 67.8
a 2904 2125 3.9 3.3
a 2904 3231 5.8 5.0
a 2905 1229 83.3 71.2
a 2905 1965 6.6 5.6
a 2905 2945 327.4 279.8
a 2906 794 45.0 38.5
a 2906 1081 39.3 33.6
a 2906 1328 21.3 18.2
a 2906 1905 41.1 35.1
a 2907 570 45.7 39.1
a 2907 741 47.6 40.7
a 2907 2402 50.5 43.2
a 2908 155 32.6 27.9
a 2908 1741 39.7 33.9
a 2908 2055 23.2 19.8
a 2908 3145 8.5 7.3
a 2909 26 217.2 185.6
a 2909 1923 77.6 66.3
a 2909 2005 11.5 9.8
a 2910 1475 15.6 13.3
a 2910 1523 57.2 48.9
a 2910 2817 37.8 32.3
a 2911 604 43.3 37.0
a 2911 2700 52.8 45.1
a 2911 2873 22.1 18.9
a 2912 227 22.8 19.5
a 2912 773 40.6 34.7
a 2912 820 10.6 9.1
a 2913 442 21.8 18.6
a 2913 1593 34.6 29.6
a 2913 3119 2.7 2.3
a 2914 120 9.5 8.1
a 2914 146 5.6 4.8
a 2914 2017 15.2 13.0
a 2915 1246 9.6 8.2
a 2915 1303 9.2 7.9
a 2915 1609 7.2 6.2
a 2915 3163 7.7 6.6
a 2916 1626 11.6 9.9
a 2916 2877 41.9 35.8
a 2916 2951 12.9 11.0
a 2917 1836 9.0 7.7
a 2918 1487 68.9 58.9
a 2918 2167 12.3 10.5
a 2918 2960 6.0 5.1
a 2919 806 164.7 140.8
a 2919 1387 11.1 9.5
a 2919 2227 8.4 7.2
a 2919 2822 16.1 13.8
a 2920 198 9.3 7.9
a 2920 1915 56.9 48.6
a 2920 3195 39.2 33.5
a 2921 1912 3.5 3.0
a 2921 1930 38.9 33.2
a 2921 2949 35.2 30.1
a 2922 1382 17.3 14.8
a 2922 2656 37.7 32.2
a 2922 2724 48.1 41.1
a 2922 2862 45.0 38.5
a 2923 388 46.5 39.7
a 2923 2825 7.9 6.8
a 2923 3029 34.3 29.3
a 2924 630 6.4 5.5
a 2924 754 4.4 3.8
a 2924 2244 110.9 94.8
a 2925 1250 12.1 10.3
a 2926 743 137.0 117.1
a 2926 831 70.0 59.8
a 2926 2656 18.6 15.9
a 2927 1512 42.3 36.2
a 2927 1642 22.4 19.1
a 2927 2195 10.7 9.1
a 2928 1961 42.3 36.2
a 2928 2053 5.4 4.6
a 2928 2448 7.9 6.8
a 2929 1524 48.4 41.4
a 2929 2039 43.3 37.0
a 2929 2632 33.5 28.6
a 2929 2852 33.0 28.2
a 2930 731 240.1 205.2
a 2930 1318 8.8 7.5
a 2930 1860 5.3 4.5
a 2930 1988 5.2 4.4
a 2931 150 6.2 5.3
a 2931 2341 2.6 2.2
a 2931 2811 109.4 93.5
a 2932 920 7.7 6.6
a 2932 1413 67.1 57.4
a 2932 2719 16.1 13.8
a 2933 223 31.5 26.9
a 2933 746 8.7 7.4
a 2933 2088 65.0 55.6
a 2933 3278 118.4 101.2
a 2934 30 5.8 5.0
a 2934 838 8.0 6.8
a 2934 1355 22.1 18.9
a 2934 1497 41.9 35.8
a 2935 1238 10.8 9.2
a 2935 2627 7.1 6.1
a 2935 3138 14.6 12.5
a 2935 3267 97.7 83.5
a 2936 1727 11.2 9.6
a 2936 3098 9.7 8.3
a 2936 3102 61.3 52.4
a 2937 1322 5.3 4.5
a 2937 1520 59.5 50.9
a 2937 2094 59.9 51.2
a 2937 2123 21.8 18.6
a 2938 935 2.9 2.5
a 2938 1677 20.2 17.3
a 2938 2127 18.9 16.2
a 2938 2839 19.2 16.4
a 2939 2783 13.5 11.5
a 2940 1078 9.7 8.3
a 2940 1609 7.6 6.5
a 2940 1883 11.3 9.7
a 2940 2463 20.9 17.9
a 2941 848 29.0 24.8
a 2941 3147 17.5 15.0
a 2941 3166 9.0 7.7
a 2942 1952 21.3 18.2
a 2942 2865 21.5 18.4
a 2942 2891 82.9 70.9
a 2943 349 10.0 8.5
a 2943 1501 4.6 3.9
a 2943 2257 5.8 5.0
a 2944 147 10.4 8.9
a 2944 181 115.3 98.5
a 2944 1747 28.7 24.5
a 2944 2328 8.6 7.4
a 2945 150 5.4 4.6
a 2945 1229 25.5 21.8
a 2945 2905 327.4 279.8
a 2946 204 40.0 34.2
a 2946 1026 244.9 209.3
a 2946 1627 47.8 40.9
a 2946 1830 5.0 4.3
a 2947 156 6.7 5.7
a 2947 2217 4.9 4.2
a 2947 2420 14.5 12.4
a 2947 2627 198.1 169.3
a 2948 75 14.8 12.6
a 2948 1741 8.7 7.4
a 2948 2207 3.1 2.6
a 2948 3145 40.1 34.3
a 2949 1287 38.9 33.2
a 2949 1570 1.3 1.1
a 2949 2921 35.2 30.1
a 2950 131 10.7 9.1
a 2951 856 45.8 39.1
a 2951 1535 23.0 19.7
a 2951 1717 9.5 8.1
a 2951 2916 12.9 11.0
a 2952 466 6.5 5.6
a 2952 1108 11.2 9.6
a 2952 2247 171.2 146.3
a 2953 1626 11.6 9.9
a 2953 1947 9.3 7.9
a 2953 2585 6.1 5.2
a 2954 1427 5.0 4.3
a 2955 1911 13.7 11.7
a 2955 2871 8.1 6.9
a 2955 3023 25.0 21.4
a 2956 1301 22.0 18.8
a 2956 2530 9.8 8.4
a 2956 2532 15.5 13.2
a 2956 2850 16.0 13.7
a 2957 5 41.4 35.4
a 2957 834 37.5 32.1
a 2957 2981 6.8 5.8
a 2957 3227 21.1 18.0
a 2958 1579 9.2 7.9
a 2958 2404 13.4 11.5
a 2958 2468 27.8 23.8
a 2959 141 19.3 16.5
a 2959 738 54.1 46.2
a 2959 1418 45.4 38.8
a 2959 3090 4.9 4.2
a 2960 1337 8.5 7.3
a 2960 2174 54.5 46.6
a 2960 2918 6.0 5.1
a 2961 615 30.9 26.4
a 2961 1077 32.6 27.9
a 2961 1620 10.0 8.5
a 2961 1940 33.8 28.9
a 2962 380 5.4 4.6
a 2963 893 51.0 43.6
a 2963 1076 17.4 14.9
a 2963 1897 24.7 21.1
a 2963 2374 36.0 30.8
a 2964 102 73.6 62.9
a 2965 330 36.0 30.8
a 2965 888 12.3 10.5
a 2965 1162 5.8 5.0
a 2966 1695 171.4 146.5
a 2967 130 20.7 17.7
a 2967 209 24.6 21.0
a 2967 2093 7.7 6.6
a 2968 942 80.3 68.6
a 2968 1184 23.9 20.4
a 2968 1386 5.4 4.6
a 2969 276 6.9 5.9
a 2969 376 47.8 40.9
a 2969 1539 38.3 32.7
a 2970 2032 10.2 8.7
a 2971 544 33.1 28.3
a 2971 553 95.1 81.3
a 2971 1869 89.5 76.5
a 2972 1101 12.5 10.7
a 2972 1503 7.6 6.5
a 2972 2865 82.7 70.7
a 2972 2891 21.9 18.7
a 2973 720 6.6 5.6
a 2973 1092 17.9 15.3
a 2973 1951 53.9 46.1
a 2973 2723 16.1 13.8
a 2974 647 8.7 7.4
a 2974 914 16.6 14.2
a 2974 1952 14.3 12.2
a 2975 1664 7.2 6.2
a 2975 1920 4.6 3.9
a 2975 2039 33.0 28.2
a 2976 102 69.5 59.4
a 2976 142 16.2 13.8
a 2976 605 13.0 11.1
a 2976 2822 17.9 15.3
a 2977 406 40.3 34.4
a 2977 796 66.3 56.7
a 2977 2810 6.1 5.2
a 2977 2887 92.4 79.0
a 2978 641 62.7 53.6
a 2978 676 37.1 31.7
a 2978 1518 56.2 48.0
a 2979 537 9.9 8.5
a 2979 1269 36.0 30.8
a 2979 1725 10.0 8.5
a 2980 56 30.9 26.4
a 2980 1726 8.6 7.4
a 2980 3010 46.0 39.3
a 2981 2957 6.8 5.8
a 2982 690 9.0 7.7
a 2982 914 65.2 55.7
a 2982 1412 13.6 11.6
a 2982 2629 105.2 89.9
a 2983 840 10.1 8.6
a 2983 1582 9.7 8.3
a 2983 2073 31.5 26.9
a 2984 580 161.3 137.9
a 2984 1690 123.8 105.8
a 2984 1943 10.5 9.0
a 2985 2222 194.1 165.9
a 2986 26 114.5 97.9
a 2986 246 72.8 62.2
a 2986 719 34.2 29.2
a 2986 2626 4.9 4.2
a 2987 442 43.8 37.4
a 2987 763 7.1 6.1
a 2987 766 21.0 17.9
a 2988 499 67.7 57.9
a 2988 1958 3.9 3.3
a 2988 2843 37.4 32.0
a 2988 3144 4.4 3.8
a 2989 1764 36.8 31.5
a 2990 1088 16.5 14.1
a 2990 1095 12.4 10.6
a 2990 1767 7.5 6.4
a 2991 800 40.9 35.0
a 2991 1121 5.9 5.0
a 2991 2414 8.7 7.4
a 2991 2758 10.6 9.1
a 2992 1784 14.3 12.2
a 2993 291 25.2 21.5
a 2993 1327 2.6 2.2
a 2993 1700 44.0 37.6
a 2994 606 7.1 6.1
a 2994 2045 4.9 4.2
a 2994 3234 47.3 40.4
a 2995 1112 18.8 16.1
a 2995 2210 15.5 13.2
a 2995 2613 98.8 84.4
a 2996 56 11.7 10.0
a 2996 767 11.4 9.7
a 2996 2010 7.1 6.1
a 2996 2638 32.6 27.9
a 2997 636 51.4 43.9
a 2997 2361 17.5 15.0
a 2997 2798 6.8 5.8
a 2997 2837 49.1 42.0
a 2998 412 12.7 10.9
a 2998 586 11.9 10.2
a 2998 1753 57.7 49.3
a 2999 391 14.7 12.6
a 2999 2159 90.6 77.4
a 2999 2709 10.0 8.5
a 2999 2834 9.7 8.3
a 3000 14 43.5 37.2
a 3000 1672 7.8 6.7
a 3000 2870 2.2 1.9
a 3001 482 33.0 28.2
a 3001 1557 5.9 5.0
a 3001 2582 34.2 29.2
a 3001 3150 42.6 36.4
a 3002 359 29.0 24.8
a 3002 556 7.5 6.4
a 3002 2765 34.5 29.5
a 3003 836 57.8 49.4
a 3003 1950 25.9 22.1
a 3003 3202 10.6 9.1
a 3004 661 51.5 44.0
a 3004 1265 14.2 12.1
a 3004 2117 10.4 8.9
a 3004 2782 58.7 50.2
a 3005 86 5.4 4.6
a 3005 877 68.2 58.3
a 3005 2298 8.4 7.2
a 3006 236 13.4 11.5
a 3006 508 12.2 10.4
a 3006 2303 10.2 8.7
a 3006 2604 15.2 13.0
a 3007 586 48.9 41.8
a 3007 821 19.7 16.8
a 3007 2075 26.2 22.4
a 3008 1376 2.4 2.1
a 3008 1699 7.0 6.0
a 3008 2564 39.2 33.5
a 3009 72 22.8 19.5
a 3009 1646 55.3 47.3
a 3009 2774 20.9 17.9
a 3010 1117 9.8 8.4
a 3010 1636 84.1 71.9
a 3010 2980 46.0 39.3
a 3011 79 1.4 1.2
a 3011 581 19.3 16.5
a 3011 1448 48.8 41.7
a 3012 504 7.4 6.3
a 3012 2094 57.8 49.4
a 3012 3115 39.4 33.7
a 3013 556 40.9 35.0
a 3013 1081 28.0 23.9
a 3013 2514 33.6 28.7
a 3014 490 34.0 29.1
a 3014 1472 43.3 37.0
a 3014 2576 9.1 7.8
a 3015 7 31.3 26.8
a 3015 89 49.9 42.6
a 3015 2553 122.8 105.0
a 3016 32 32.1 27.4
a 3016 1187 8.6 7.4
a 3016 1372 11.4 9.7
a 3016 1478 10.6 9.1
a 3017 442 2.9 2.5
a 3017 2078 4.4 3.8
a 3017 3058 2.5 2.1
a 3018 1394 9.7 8.3
a 3018 2615 55.1 47.1
a 3018 2844 106.0 90.6
a 3019 386 5.9 5.0
a 3019 1490 149.8 128.0
a 3019 1917 10.6 9.1
a 3019 2381 5.5 4.7
a 3020 760 40.3 34.4
a 3020 1984 10.8 9.2
a 3020 2134 9.7 8.3
a 3020 3109 80.6 68.9
a 3021 1622 20.0 17.1
a 3021 1699 6.4 5.5
a 3021 2080 16.4 14.0
a 3022 314 64.4 55.0
a 3022 2219 33.8 28.9
a 3022 2683 35.5 30.3
a 3022 2784 2.6 2.2
a 3023 2955 25.0 21.4
a 3024 501 8.2 7.0
a 3025 168 15.2 13.0
a 3026 1985 5.6 4.8
a 3026 2033 4.2 3.6
a 3026 2701 12.6 10.8
a 3027 1752 7.8 6.7
a 3027 1957 267.3 228.5
a 3027 2497 10.3 8.8
a 3028 588 53.7 45.9
a 3028 1118 36.3 31.0
a 3028 1750 25.5 21.8
a 3029 1163 6.9 5.9
a 3029 1431 6.8 5.8
a 3029 2470 13.6 11.6
a 3029 2923 34.3 29.3
a 3030 618 54.3 46.4
a 3030 775 67.0 57.3
a 3030 2541 70.8 60.5
a 3031 645 24.1 20.6
a 3031 1498 17.3 14.8
a 3031 2677 7.9 6.8
a 3031 3073 2.3 2.0
a 3032 431 224.2 191.6
a 3032 1809 15.5 13.2
a 3032 1957 25.4 21.7
a 3032 2121 7.2 6.2
a 3033 433 4.7 4.0
a 3033 602 39.1 33.4
a 3033 1584 5.6 4.8
a 3034 459 63.2 54.0
a 3034 1268 21.3 18.2
a 3034 1484 62.2 53.2
a 3035 203 29.9 25.6
a 3035 1161 29.0 24.8
a 3035 2550 6.8 5.8
a 3036 1514 43.2 36.9
a 3036 2058 9.8 8.4
a 3036 2807 49.8 42.6
a 3036 3266 17.2 14.7
a 3037 313 43.6 37.3
a 3037 339 15.7 13.4
a 3037 1714 11.4 9.7
a 3038 801 22.3 19.1
a 3038 998 33.2 28.4
a 3038 2148 46.3 39.6
a 3039 1887 9.1 7.8
a 3039 2448 38.6 33.0
a 3039 2900 5.6 4.8
a 3040 904 8.6 7.4
a 3040 2095 8.7 7.4
a 3040 2796 39.6 33.8
a 3040 3174 22.7 19.4
a 3041 2472 141.2 120.7
a 3042 47 6.3 5.4
a 3042 285 16.3 13.9
a 3042 859 8.4 7.2
a 3042 2330 46.7 39.9
a 3043 1404 3.9 3.3
a 3043 2461 97.7 83.5
a 3043 3272 7.8 6.7
a 3044 606 12.7 10.9
a 3044 1140 14.3 12.2
a 3044 1429 9.8 8.4
a 3044 2650 46.5 39.7
a 3045 848 27.4 23.4
a 3045 1816 19.8 16.9
a 3045 2710 26.5 22.6
a 3045 3147 19.8 16.9
a 3046 1012 44.5 38.0
